date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:24:43	42736/42736	---MCZ	200	added ('OK')	text/html	etag:%22635a3e13-a6f0%22	https://htmldemo.net/james/james/contact.html	D:/fe1/htmldemo.net/james/james/contact.html	(from https://htmldemo.net/james/james/index.html)
22:24:43	90296/90296	---MCZ	200	added ('OK')	text/html	etag:%22635a3e1c-160b8%22	https://htmldemo.net/james/james/shop-list.html	D:/fe1/htmldemo.net/james/james/shop-list.html	(from https://htmldemo.net/james/james/index.html)
22:24:43	82447/82447	---MCZ	200	added ('OK')	text/html	etag:%22635a3e1f-1420f%22	https://htmldemo.net/james/james/single-product.html	D:/fe1/htmldemo.net/james/james/single-product.html	(from https://htmldemo.net/james/james/index.html)
22:24:43	37121/37121	---MCZ	200	added ('OK')	text/html	etag:%22635a3e19-9101%22	https://htmldemo.net/james/james/login.html	D:/fe1/htmldemo.net/james/james/login.html	(from https://htmldemo.net/james/james/index.html)
22:24:44	36856/36856	---MCZ	200	added ('OK')	text/html	etag:%22635a3e1b-8ff8%22	https://htmldemo.net/james/james/register.html	D:/fe1/htmldemo.net/james/james/register.html	(from https://htmldemo.net/james/james/index.html)
22:24:44	93508/93508	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:24:52%20GMT	https://htmldemo.net/james/james/img/slider/slider-1.jpg	D:/fe1/htmldemo.net/james/james/img/slider/slider-1.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:44	83674/83674	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:24:52%20GMT	https://htmldemo.net/james/james/img/slider/slider-2.jpg	D:/fe1/htmldemo.net/james/james/img/slider/slider-2.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:44	88050/88050	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20May%202025%2005:17:23%20GMT	https://htmldemo.net/james/james/img/banner/banner-2.jpg	D:/fe1/htmldemo.net/james/james/img/banner/banner-2.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:45	24573/24573	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:24:53%20GMT	https://htmldemo.net/james/james/img/banner/banner-1.jpg	D:/fe1/htmldemo.net/james/james/img/banner/banner-1.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:45	22392/22392	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:24:53%20GMT	https://htmldemo.net/james/james/img/banner/banner-3.jpg	D:/fe1/htmldemo.net/james/james/img/banner/banner-3.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:45	49582/49582	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:24:53%20GMT	https://htmldemo.net/james/james/img/banner/banner-4.jpg	D:/fe1/htmldemo.net/james/james/img/banner/banner-4.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:46	23999/23999	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:24:54%20GMT	https://htmldemo.net/james/james/img/banner/banner-5.jpg	D:/fe1/htmldemo.net/james/james/img/banner/banner-5.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:46	221904/221904	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:54%20GMT	https://htmldemo.net/james/james/img/product/1.png	D:/fe1/htmldemo.net/james/james/img/product/1.png	(from https://htmldemo.net/james/james/index.html)
22:24:46	363468/363468	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:54%20GMT	https://htmldemo.net/james/james/img/product/2.png	D:/fe1/htmldemo.net/james/james/img/product/2.png	(from https://htmldemo.net/james/james/index.html)
22:24:47	363468/363468	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:54%20GMT	https://htmldemo.net/james/james/img/product/3.png	D:/fe1/htmldemo.net/james/james/img/product/3.png	(from https://htmldemo.net/james/james/index.html)
22:24:47	288297/288297	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:55%20GMT	https://htmldemo.net/james/james/img/product/4.png	D:/fe1/htmldemo.net/james/james/img/product/4.png	(from https://htmldemo.net/james/james/index.html)
22:24:47	376710/376710	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:55%20GMT	https://htmldemo.net/james/james/img/product/9.png	D:/fe1/htmldemo.net/james/james/img/product/9.png	(from https://htmldemo.net/james/james/index.html)
22:24:47	340645/340645	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:55%20GMT	https://htmldemo.net/james/james/img/product/10.png	D:/fe1/htmldemo.net/james/james/img/product/10.png	(from https://htmldemo.net/james/james/index.html)
22:24:48	272804/272804	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:56%20GMT	https://htmldemo.net/james/james/img/product/5.png	D:/fe1/htmldemo.net/james/james/img/product/5.png	(from https://htmldemo.net/james/james/index.html)
22:24:48	359424/359424	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:56%20GMT	https://htmldemo.net/james/james/img/product/6.png	D:/fe1/htmldemo.net/james/james/img/product/6.png	(from https://htmldemo.net/james/james/index.html)
22:24:48	326619/326619	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:56%20GMT	https://htmldemo.net/james/james/img/product/11.png	D:/fe1/htmldemo.net/james/james/img/product/11.png	(from https://htmldemo.net/james/james/index.html)
22:24:49	411026/411026	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:57%20GMT	https://htmldemo.net/james/james/img/product/12.png	D:/fe1/htmldemo.net/james/james/img/product/12.png	(from https://htmldemo.net/james/james/index.html)
22:24:49	411026/411026	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:57%20GMT	https://htmldemo.net/james/james/img/product/21.png	D:/fe1/htmldemo.net/james/james/img/product/21.png	(from https://htmldemo.net/james/james/index.html)
22:24:49	326619/326619	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:57%20GMT	https://htmldemo.net/james/james/img/product/22.png	D:/fe1/htmldemo.net/james/james/img/product/22.png	(from https://htmldemo.net/james/james/index.html)
22:24:50	376710/376710	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:57%20GMT	https://htmldemo.net/james/james/img/product/16.png	D:/fe1/htmldemo.net/james/james/img/product/16.png	(from https://htmldemo.net/james/james/index.html)
22:24:50	348914/348914	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:58%20GMT	https://htmldemo.net/james/james/img/product/19.png	D:/fe1/htmldemo.net/james/james/img/product/19.png	(from https://htmldemo.net/james/james/index.html)
22:24:50	329242/329242	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:58%20GMT	https://htmldemo.net/james/james/img/product/20.png	D:/fe1/htmldemo.net/james/james/img/product/20.png	(from https://htmldemo.net/james/james/index.html)
22:24:50	265179/265179	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:58%20GMT	https://htmldemo.net/james/james/img/product/13.png	D:/fe1/htmldemo.net/james/james/img/product/13.png	(from https://htmldemo.net/james/james/index.html)
22:24:51	348914/348914	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:59%20GMT	https://htmldemo.net/james/james/img/product/14.png	D:/fe1/htmldemo.net/james/james/img/product/14.png	(from https://htmldemo.net/james/james/index.html)
22:24:51	351555/351555	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:59%20GMT	https://htmldemo.net/james/james/img/product/25.png	D:/fe1/htmldemo.net/james/james/img/product/25.png	(from https://htmldemo.net/james/james/index.html)
22:24:52	329242/329242	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:24:59%20GMT	https://htmldemo.net/james/james/img/product/26.png	D:/fe1/htmldemo.net/james/james/img/product/26.png	(from https://htmldemo.net/james/james/index.html)
22:24:52	370852/370852	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:00%20GMT	https://htmldemo.net/james/james/img/product/18.png	D:/fe1/htmldemo.net/james/james/img/product/18.png	(from https://htmldemo.net/james/james/index.html)
22:24:52	381129/381129	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:00%20GMT	https://htmldemo.net/james/james/img/product/15.png	D:/fe1/htmldemo.net/james/james/img/product/15.png	(from https://htmldemo.net/james/james/index.html)
22:24:53	388190/388190	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:00%20GMT	https://htmldemo.net/james/james/img/product/17.png	D:/fe1/htmldemo.net/james/james/img/product/17.png	(from https://htmldemo.net/james/james/index.html)
22:24:53	184010/184010	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:01%20GMT	https://htmldemo.net/james/james/img/product/23.png	D:/fe1/htmldemo.net/james/james/img/product/23.png	(from https://htmldemo.net/james/james/index.html)
22:24:53	184010/184010	---M--	200	added ('OK')	image/png	date:Thu,%2001%20May%202025%2021:46:56%20GMT	https://htmldemo.net/james/james/img/product/7.png	D:/fe1/htmldemo.net/james/james/img/product/7.png	(from https://htmldemo.net/james/james/index.html)
22:24:53	288297/288297	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:01%20GMT	https://htmldemo.net/james/james/img/product/24.png	D:/fe1/htmldemo.net/james/james/img/product/24.png	(from https://htmldemo.net/james/james/index.html)
22:24:54	288297/288297	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:01%20GMT	https://htmldemo.net/james/james/img/product/8.png	D:/fe1/htmldemo.net/james/james/img/product/8.png	(from https://htmldemo.net/james/james/index.html)
22:24:54	24219/24219	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20May%202025%2010:26:39%20GMT	https://htmldemo.net/james/james/img/banner/banner-10.jpg	D:/fe1/htmldemo.net/james/james/img/banner/banner-10.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:54	23401/23401	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:02%20GMT	https://htmldemo.net/james/james/img/testimonial/1.jpg	D:/fe1/htmldemo.net/james/james/img/testimonial/1.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:54	15049/15049	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:02%20GMT	https://htmldemo.net/james/james/img/testimonial/2.jpg	D:/fe1/htmldemo.net/james/james/img/testimonial/2.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:55	12053/12053	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:02%20GMT	https://htmldemo.net/james/james/img/testimonial/3.jpg	D:/fe1/htmldemo.net/james/james/img/testimonial/3.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:55	4828/4828	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:03%20GMT	https://htmldemo.net/james/james/img/blog/1.jpg	D:/fe1/htmldemo.net/james/james/img/blog/1.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:55	5759/5759	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:03%20GMT	https://htmldemo.net/james/james/img/blog/2.jpg	D:/fe1/htmldemo.net/james/james/img/blog/2.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:55	6190/6190	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:03%20GMT	https://htmldemo.net/james/james/img/blog/3.jpg	D:/fe1/htmldemo.net/james/james/img/blog/3.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:56	5373/5373	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:04%20GMT	https://htmldemo.net/james/james/img/blog/4.jpg	D:/fe1/htmldemo.net/james/james/img/blog/4.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:56	4615/4615	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:04%20GMT	https://htmldemo.net/james/james/img/logo-white.png	D:/fe1/htmldemo.net/james/james/img/logo-white.png	(from https://htmldemo.net/james/james/index.html)
22:24:56	3479/3479	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:04%20GMT	https://htmldemo.net/james/james/img/twitter/twitter-1.png	D:/fe1/htmldemo.net/james/james/img/twitter/twitter-1.png	(from https://htmldemo.net/james/james/index.html)
22:24:57	7755/7755	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:05%20GMT	https://htmldemo.net/james/james/img/payment.png	D:/fe1/htmldemo.net/james/james/img/payment.png	(from https://htmldemo.net/james/james/index.html)
22:24:57	41674/41674	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:05%20GMT	https://htmldemo.net/james/james/img/product/quick-view.jpg	D:/fe1/htmldemo.net/james/james/img/product/quick-view.jpg	(from https://htmldemo.net/james/james/index.html)
22:24:57	97168/97168	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3f1a-17b90%22	https://htmldemo.net/james/james/js/vendor/jquery-1.12.4.min.js	D:/fe1/htmldemo.net/james/james/js/vendor/jquery-1.12.4.min.js	(from https://htmldemo.net/james/james/index.html)
22:24:57	80452/80452	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e5a-13a44%22	https://htmldemo.net/james/james/js/bootstrap.min.js	D:/fe1/htmldemo.net/james/james/js/bootstrap.min.js	(from https://htmldemo.net/james/james/index.html)
22:24:58	8427/8427	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e65-20eb%22	https://htmldemo.net/james/james/js/wow.min.js	D:/fe1/htmldemo.net/james/james/js/wow.min.js	(from https://htmldemo.net/james/james/index.html)
22:24:58	24022/24022	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e59-5dd6%22	https://htmldemo.net/james/james/js/jquery-price-slider.js	D:/fe1/htmldemo.net/james/james/js/jquery-price-slider.js	(from https://htmldemo.net/james/james/index.html)
22:24:58	29774/29774	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3f2c-744e%22	https://htmldemo.net/james/james/lib/js/jquery.nivo.slider.js	D:/fe1/htmldemo.net/james/james/lib/js/jquery.nivo.slider.js	(from https://htmldemo.net/james/james/index.html)
22:24:58	664/664	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e69-298%22	https://htmldemo.net/james/james/lib/home.js	D:/fe1/htmldemo.net/james/james/lib/home.js	(from https://htmldemo.net/james/james/index.html)
22:24:59	4021/4021	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e5c-fb5%22	https://htmldemo.net/james/james/js/jquery.meanmenu.js	D:/fe1/htmldemo.net/james/james/js/jquery.meanmenu.js	(from https://htmldemo.net/james/james/index.html)
22:24:59	23936/23936	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e61-5d80%22	https://htmldemo.net/james/james/js/owl.carousel.min.js	D:/fe1/htmldemo.net/james/james/js/owl.carousel.min.js	(from https://htmldemo.net/james/james/index.html)
22:24:59	76354/76354	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e5c-12a42%22	https://htmldemo.net/james/james/js/jquery.elevatezoom.js	D:/fe1/htmldemo.net/james/james/js/jquery.elevatezoom.js	(from https://htmldemo.net/james/james/index.html)
22:24:59	2041/2041	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e5f-7f9%22	https://htmldemo.net/james/james/js/jquery.scrollUp.min.js	D:/fe1/htmldemo.net/james/james/js/jquery.scrollUp.min.js	(from https://htmldemo.net/james/james/index.html)
22:25:00	784/784	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e61-310%22	https://htmldemo.net/james/james/js/plugins.js	D:/fe1/htmldemo.net/james/james/js/plugins.js	(from https://htmldemo.net/james/james/index.html)
22:25:00	6680/6680	---MCZ	200	added ('OK')	application/javascript	etag:%22635a3e5f-1a18%22	https://htmldemo.net/james/james/js/main.js	D:/fe1/htmldemo.net/james/james/js/main.js	(from https://htmldemo.net/james/james/index.html)
22:25:00	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22635a3e3a-11497%22	https://htmldemo.net/james/james/fonts/fontawesome-webfont.eot?v=4.5.0	D:/fe1/htmldemo.net/james/james/fonts/fontawesome-webfont3295.eot	(from https://htmldemo.net/james/james/css/font-awesome.min.css)
22:25:00	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22635a3e3a-11497%22	https://htmldemo.net/james/james/fonts/fontawesome-webfont.eot?	D:/fe1/htmldemo.net/james/james/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/james/james/css/font-awesome.min.css)
22:25:01	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%22635a3e41-10440%22	https://htmldemo.net/james/james/fonts/fontawesome-webfont.woff2?v=4.5.0	D:/fe1/htmldemo.net/james/james/fonts/fontawesome-webfont3295.woff2	(from https://htmldemo.net/james/james/css/font-awesome.min.css)
22:25:01	83588/83588	---M--	200	added ('OK')	font/woff	etag:%22635a3e3f-14684%22	https://htmldemo.net/james/james/fonts/fontawesome-webfont.woff?v=4.5.0	D:/fe1/htmldemo.net/james/james/fonts/fontawesome-webfont3295.woff	(from https://htmldemo.net/james/james/css/font-awesome.min.css)
22:25:01	142072/142072	---M--	200	added ('OK')	application/octet-stream	etag:%22635a3e3e-22af8%22	https://htmldemo.net/james/james/fonts/fontawesome-webfont.ttf?v=4.5.0	D:/fe1/htmldemo.net/james/james/fonts/fontawesome-webfont3295.ttf	(from https://htmldemo.net/james/james/css/font-awesome.min.css)
22:25:02	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:10%20GMT	https://htmldemo.net/james/james/css/grabbing.png	D:/fe1/htmldemo.net/james/james/css/grabbing.png	(from https://htmldemo.net/james/james/css/owl.carousel.css)
22:25:02	366270/366270	---MCZ	200	added ('OK')	image/svg+xml	etag:%22635a3e3b-596be%22	https://htmldemo.net/james/james/fonts/fontawesome-webfont.svg?v=4.5.0	D:/fe1/htmldemo.net/james/james/fonts/fontawesome-webfont3295.svg	(from https://htmldemo.net/james/james/css/font-awesome.min.css)
22:25:02	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:10%20GMT	https://htmldemo.net/james/james/css/AjaxLoader.gif	D:/fe1/htmldemo.net/james/james/css/AjaxLoader.gif	(from https://htmldemo.net/james/james/css/owl.theme.css)
22:25:02	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:10%20GMT	https://htmldemo.net/james/james/css/images/ui-bg_glass_75_dadada_1x400.png	D:/fe1/htmldemo.net/james/james/css/images/ui-bg_glass_75_dadada_1x400.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:02	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:10%20GMT	https://htmldemo.net/james/james/css/images/ui-bg_glass_65_ffffff_1x400.png	D:/fe1/htmldemo.net/james/james/css/images/ui-bg_glass_65_ffffff_1x400.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:11%20GMT	https://htmldemo.net/james/james/css/images/ui-bg_glass_55_fbf9ee_1x400.png	D:/fe1/htmldemo.net/james/james/css/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
